name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-1445 b,1652.0,12.407,Terrestrial,2016,0.84,Earth,0.96,Earth,0.0948,0.02902122,0.0,Transit
Kepler-1446 b,496.0,12.595,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0141,0.0019164955,0.0,Transit
Kepler-1447 b,2904.0,14.747,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.2836,0.15523614,0.0,Transit
Kepler-1448 b,2508.0,14.592,Super Earth,2016,3.22,Earth,1.61,Earth,0.1058,0.033675566,0.0,Transit
Kepler-1449 b,6545.0,15.142,Super Earth,2016,3.46,Earth,1.68,Earth,0.1176,0.03613963,0.0,Transit
Kepler-144 b,1256.0,12.195,Super Earth,2014,2.33,Earth,1.33,Earth,0.066,0.01615332,0.0,Transit
Kepler-144 c,1256.0,12.195,Super Earth,2014,2.39,Earth,1.35,Earth,0.094,0.027652293,0.0,Transit
Kepler-1450 b,1650.0,15.923,Super Earth,2016,3.57,Earth,1.71,Earth,0.2401,0.14921287,0.0,Transit
Kepler-1451 b,3454.0,15.313,Neptune-like,2016,11.2,Earth,0.299,Jupiter,0.2101,0.09746748,0.0,Transit
Kepler-1452 b,3250.0,13.215,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.2697,0.117453806,0.0,Transit
Kepler-1453 b,3901.0,15.695,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.262,0.12922657,0.0,Transit
Kepler-1454 b,2546.0,15.009,Super Earth,2016,4.19,Earth,1.88,Earth,0.2447,0.12867899,0.0,Transit
Kepler-1455 b,1167.0,16.06,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2149,0.13497604,0.0,Transit
Kepler-1456 b,1208.0,15.777,Super Earth,2016,1.55,Earth,1.14,Earth,0.1132,0.0495551,0.0,Transit
Kepler-1457 b,2903.0,14.066,Super Earth,2016,4.62,Earth,1.99,Earth,0.2668,0.13990417,0.0,Transit
Kepler-1458 b,1776.0,14.434,Neptune-like,2016,8.05,Earth,0.246,Jupiter,0.2495,0.13141684,0.0,Transit
Kepler-1459 b,1486.0,14.893,Super Earth,2016,2.42,Earth,1.36,Earth,0.2829,0.17221081,0.0,Transit
Kepler-145 b,1849.0,11.977,Neptune-like,2013,37.1,Earth,0.236,Jupiter,0.1699,0.06297057,0.43,Transit
Kepler-145 c,1849.0,11.977,Gas Giant,2013,0.25,Jupiter,0.385,Jupiter,0.2578,0.117453806,0.11,Transit
Kepler-1460 b,1805.0,16.166,Super Earth,2016,4.5,Earth,1.96,Earth,0.1614,0.08213552,0.0,Transit
Kepler-1461 b,2215.0,15.828,Super Earth,2016,4.78,Earth,2.03,Earth,0.1715,0.08021902,0.0,Transit
Kepler-1462 b,3320.0,15.888,Neptune-like,2016,14.0,Earth,0.341,Jupiter,0.3094,0.17960301,0.0,Transit
Kepler-1463 b,5505.0,15.905,Super Earth,2016,4.12,Earth,1.86,Earth,0.1694,0.068993844,0.0,Transit
Kepler-1464 b,3757.0,14.358,Super Earth,2016,3.39,Earth,1.66,Earth,0.1803,0.087063655,0.0,Transit
Kepler-1464 c,3757.0,14.358,Terrestrial,2016,0.972,Earth,1.0,Earth,0.0548,0.01451061,0.0,Transit
Kepler-1465 b,1173.0,14.724,Super Earth,2016,3.78,Earth,1.77,Earth,0.1939,0.087063655,0.0,Transit
Kepler-1466 b,2061.0,14.026,Super Earth,2016,3.02,Earth,1.55,Earth,0.1942,0.085420944,0.0,Transit
Kepler-1467 b,2782.0,15.83,Neptune-like,2016,10.9,Earth,0.294,Jupiter,0.2388,0.12895277,0.0,Transit
Kepler-1468 b,6195.0,15.111,Super Earth,2016,3.64,Earth,1.73,Earth,0.0817,0.022450376,0.0,Transit
Kepler-1468 c,6195.0,15.111,Super Earth,2016,1.6,Earth,1.15,Earth,0.0466,0.009582478,0.0,Transit
Kepler-1468 d,6195.0,15.111,Neptune-like,2021,11.1,Earth,0.297,Jupiter,0.1456,0.053661875,0.0,Transit
Kepler-1469 b,3782.0,16.2388,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.1466,0.05995893,0.0,Transit
Kepler-146 b,2338.0,13.921,Neptune-like,2014,13.3,Earth,0.331,Jupiter,0.2,0.085420944,0.0,Transit
Kepler-146 c,2338.0,13.921,Neptune-like,2014,9.96,Earth,0.279,Jupiter,0.364,0.20999315,0.0,Transit
Kepler-1470 b,1927.0,15.252,Super Earth,2016,1.24,Earth,1.07,Earth,0.116,0.044626966,0.0,Transit
Kepler-1471 b,3192.0,15.421,Super Earth,2016,2.57,Earth,1.41,Earth,0.0453,0.009856262,0.0,Transit
Kepler-1472 b,4825.0,14.666,Super Earth,2016,4.27,Earth,1.9,Earth,0.2322,0.104312114,0.0,Transit
Kepler-1473 b,2128.0,13.486,Super Earth,2016,1.81,Earth,1.19,Earth,0.116,0.03942505,0.0,Transit
Kepler-1474 b,3852.0,15.35,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2108,0.099657774,0.0,Transit
Kepler-1475 b,5116.0,15.36,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.373,0.22505133,0.0,Transit
Kepler-1476 b,3271.0,15.574,Super Earth,2016,3.43,Earth,1.67,Earth,0.0932,0.028473647,0.0,Transit
Kepler-1477 b,2221.0,14.72,Super Earth,2016,1.76,Earth,1.18,Earth,0.0911,0.03175907,0.0,Transit
Kepler-1478 b,6020.0,15.409,Super Earth,2016,3.64,Earth,1.73,Earth,0.1681,0.07145791,0.0,Transit
Kepler-1479 b,2377.0,13.914,Super Earth,2016,4.01,Earth,1.83,Earth,0.1173,0.039698835,0.0,Transit
Kepler-147 b,3399.0,14.134,Super Earth,2014,2.96,Earth,1.53,Earth,0.113,0.034496922,0.0,Transit
Kepler-147 c,3399.0,14.134,Neptune-like,2014,6.48,Earth,0.217,Jupiter,0.216,0.091444224,0.0,Transit
Kepler-1480 b,1634.0,14.703,Super Earth,2016,3.43,Earth,1.67,Earth,0.1525,0.060506504,0.0,Transit
Kepler-1481 b,1498.0,14.929,Super Earth,2016,2.04,Earth,1.23,Earth,0.059,0.01615332,0.0,Transit
Kepler-1482 b,1851.0,13.967,Super Earth,2016,1.01,Earth,1.01,Earth,0.1016,0.033675566,0.0,Transit
Kepler-1483 b,4155.0,14.52,Super Earth,2016,2.92,Earth,1.52,Earth,0.0958,0.026009582,0.0,Transit
Kepler-1484 b,9394.0,15.351,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1939,0.083504446,0.0,Transit
Kepler-1485 b,2008.0,13.411,Super Earth,2016,2.76,Earth,1.47,Earth,0.1467,0.05448323,0.0,Transit
Kepler-1486 b,5771.0,15.317,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.2846,0.14948665,0.0,Transit
Kepler-1487 b,3310.0,13.6,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0898,0.019986311,0.0,Transit
Kepler-1488 b,2955.0,13.146,Super Earth,2016,4.12,Earth,1.86,Earth,0.2285,0.10896646,0.0,Transit
Kepler-1488 c,2955.0,13.146,Super Earth,2021,3.37,Earth,1.652,Earth,0.0658,0.016974675,0.0,Transit
Kepler-1489 b,4185.0,14.983,Super Earth,2016,3.78,Earth,1.77,Earth,0.3679,0.22532512,0.0,Transit
Kepler-148 b,2581.0,15.398,Super Earth,2014,3.89,Earth,1.8,Earth,0.028,0.0046543465,0.0,Transit
Kepler-148 c,2581.0,15.398,Neptune-like,2014,12.6,Earth,0.321,Jupiter,0.05,0.011498973,0.0,Transit
Kepler-148 d,2581.0,15.398,Gas Giant,2016,0.177,Jupiter,0.774,Jupiter,0.2607,0.14182067,0.0,Transit
Kepler-1490 b,2815.0,15.616,Neptune-like,2016,9.48,Earth,0.271,Jupiter,0.3729,0.25297743,0.0,Transit
Kepler-1491 b,6738.0,15.796,Super Earth,2016,2.89,Earth,1.51,Earth,0.127,0.045448326,0.0,Transit
Kepler-1492 b,1082.0,14.689,Super Earth,2016,2.83,Earth,1.49,Earth,0.1262,0.04599589,0.0,Transit
Kepler-1493 b,1811.0,13.7192,Super Earth,2016,2.57,Earth,1.41,Earth,0.1197,0.04106776,0.0,Transit
Kepler-1494 b,4193.0,15.372,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.3982,0.2494182,0.0,Transit
Kepler-1495 b,4422.0,15.494,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.3677,0.23353869,0.0,Transit
Kepler-1496 b,4266.0,14.832,Neptune-like,2016,5.56,Earth,2.22,Earth,0.3211,0.17713894,0.0,Transit
Kepler-1497 b,3660.0,15.707,Super Earth,2016,3.39,Earth,1.66,Earth,0.0817,0.023819301,0.0,Transit
Kepler-1498 b,2414.0,15.352,Super Earth,2016,2.33,Earth,1.33,Earth,0.2528,0.13169062,0.0,Transit
Kepler-1499 b,1011.0,13.676,Super Earth,2016,1.81,Earth,1.19,Earth,0.2196,0.12101301,0.0,Transit
Kepler-149 b,1863.0,14.152,Neptune-like,2014,16.5,Earth,0.376,Jupiter,0.184,0.079945244,0.0,Transit
Kepler-149 c,1863.0,14.152,Super Earth,2014,3.22,Earth,1.61,Earth,0.281,0.15140314,0.0,Transit
Kepler-149 d,1863.0,14.152,Neptune-like,2014,14.9,Earth,0.353,Jupiter,0.571,0.4380561,0.0,Transit
Kepler-14 b,2603.0,12.003,Gas Giant,2011,8.4,Jupiter,1.136,Jupiter,0.0771,0.018617386,0.04,Transit
Kepler-1500 b,3973.0,14.728,Super Earth,2016,1.87,Earth,1.2,Earth,0.1236,0.04106776,0.0,Transit
Kepler-1501 b,2443.0,13.683,Super Earth,2016,3.05,Earth,1.56,Earth,0.1228,0.039972622,0.0,Transit
Kepler-1502 b,4939.0,14.18,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.2482,0.11416838,0.0,Transit
Kepler-1503 b,3998.0,15.892,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.3771,0.26338124,0.0,Transit
Kepler-1504 b,7946.0,15.883,Neptune-like,2016,5.18,Earth,2.13,Earth,0.3704,0.22532512,0.0,Transit
Kepler-1505 b,1615.0,13.043,Terrestrial,2016,0.749,Earth,0.93,Earth,0.1862,0.08459959,0.0,Transit
Kepler-1506 b,7718.0,15.836,Super Earth,2016,2.3,Earth,1.32,Earth,0.1168,0.03832991,0.0,Transit
Kepler-1507 b,1045.0,13.267,Terrestrial,2016,0.52,Earth,0.84,Earth,0.1234,0.044079397,0.0,Transit
Kepler-1508 b,4111.0,14.561,Super Earth,2016,2.33,Earth,1.33,Earth,0.1629,0.056673512,0.0,Transit
Kepler-1509 b,6534.0,15.455,Super Earth,2016,4.08,Earth,1.85,Earth,0.1707,0.06954141,0.0,Transit
Kepler-150 b,2907.0,15.161,Super Earth,2014,2.1,Earth,1.25,Earth,0.044,0.009308693,0.0,Transit
Kepler-150 c,2907.0,15.161,Neptune-like,2014,13.2,Earth,0.329,Jupiter,0.073,0.020260096,0.0,Transit
Kepler-150 d,2907.0,15.161,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.104,0.034496922,0.0,Transit
Kepler-150 e,2907.0,15.161,Neptune-like,2014,9.91,Earth,0.278,Jupiter,0.189,0.084325805,0.0,Transit
Kepler-150 f,2907.0,15.161,Neptune-like,2017,12.9,Earth,0.325,Jupiter,1.24,1.7,0.0,Transit
Kepler-1510 b,5533.0,15.315,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.4089,0.23189595,0.0,Transit
Kepler-1511 b,4813.0,13.564,Super Earth,2016,3.46,Earth,1.68,Earth,0.1753,0.06351814,0.0,Transit
Kepler-1512 b,528.0,13.451,Super Earth,2016,1.76,Earth,1.18,Earth,0.1097,0.055852156,0.0,Transit
Kepler-1513 b,1139.0,13.071,Gas Giant,2016,0.17,Jupiter,0.755,Jupiter,0.5416,0.44052017,0.0,Transit
Kepler-1514 b,1296.0,11.766,Gas Giant,2016,5.28,Jupiter,1.108,Jupiter,0.753,0.5963039,0.4,Transit
Kepler-1514 c,1296.0,11.766,Super Earth,2020,1.74,Earth,1.176,Earth,0.0997,0.028747434,0.32,Transit
Kepler-1515 b,1759.0,12.1,Gas Giant,2016,0.208,Jupiter,0.852,Jupiter,0.7655,0.5867214,0.0,Transit
Kepler-1516 b,4433.0,14.65,Super Earth,2016,3.71,Earth,1.75,Earth,0.0718,0.019986311,0.0,Transit
Kepler-1517 b,2764.0,12.228,Gas Giant,2016,0.216,Jupiter,0.871,Jupiter,0.078,0.015058179,0.0,Transit
Kepler-1518 b,2947.0,13.374,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.0593,0.013963039,0.0,Transit
Kepler-1519 b,4703.0,15.124,Gas Giant,2016,39.6,Earth,0.63,Jupiter,0.7655,0.65927446,0.0,Transit
Kepler-151 b,2120.0,14.957,Neptune-like,2014,9.59,Earth,0.273,Jupiter,0.116,0.04161533,0.0,Transit
Kepler-151 c,2120.0,14.957,Super Earth,2014,5.02,Earth,2.09,Earth,0.16,0.06762492,0.0,Transit
Kepler-1520 b,1983.0,16.002,Neptune-like,2016,28.1,Earth,0.515,Jupiter,0.0129,0.0019164955,0.0,Transit
Kepler-1521 b,675.0,13.049,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2317,0.12895277,0.0,Transit
Kepler-1522 b,2656.0,14.357,Super Earth,2016,3.64,Earth,1.73,Earth,0.0288,0.004928131,0.0,Transit
Kepler-1523 b,2824.0,14.993,Super Earth,2016,3.12,Earth,1.58,Earth,0.0185,0.0024640656,0.0,Transit
Kepler-1524 b,1245.0,12.802,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.3392,0.1943874,0.0,Transit
Kepler-1525 b,1249.0,12.797,Terrestrial,2016,0.693,Earth,0.91,Earth,0.036,0.006570842,0.0,Transit
Kepler-1526 b,1812.0,15.935,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.0418,0.010677618,0.0,Transit
Kepler-1527 b,6009.0,15.161,Neptune-like,2016,20.4,Earth,0.426,Jupiter,0.6276,0.43832994,0.0,Transit
Kepler-1528 b,2667.0,14.576,Super Earth,2016,2.73,Earth,1.46,Earth,0.0296,0.004928131,0.0,Transit
Kepler-1529 b,2156.0,15.297,Neptune-like,2016,5.06,Earth,2.1,Earth,0.0525,0.01451061,0.0,Transit
Kepler-152 b,1439.0,14.379,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.124,0.049828887,0.0,Transit
Kepler-152 c,1439.0,14.379,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.356,0.24175224,0.0,Transit
Kepler-1530 b,1598.0,14.15,Super Earth,2016,3.33,Earth,1.64,Earth,0.0371,0.007118412,0.0,Transit
Kepler-1530 c,1598.0,14.15,Super Earth,2016,3.36,Earth,1.65,Earth,0.06,0.01451061,0.0,Transit
Kepler-1530 d,1598.0,14.15,Neptune-like,2021,10.8,Earth,0.293,Jupiter,0.0865,0.025188226,0.0,Transit
Kepler-1531 b,2174.0,13.202,Super Earth,2016,1.41,Earth,1.11,Earth,0.022,0.003011636,0.0,Transit
Kepler-1532 b,2604.0,15.293,Super Earth,2016,2.39,Earth,1.35,Earth,0.0206,0.003011636,0.0,Transit
Kepler-1533 b,3154.0,13.289,Neptune-like,2016,11.8,Earth,0.309,Jupiter,0.9625,0.84462696,0.0,Transit
Kepler-1534 b,3611.0,16.429,Super Earth,2016,4.23,Earth,1.89,Earth,0.0599,0.015605749,0.0,Transit
Kepler-1535 b,2928.0,14.385,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.5329,0.38028747,0.0,Transit
Kepler-1536 b,1263.0,15.464,Neptune-like,2016,10.0,Earth,0.28,Jupiter,0.8507,0.9987679,0.0,Transit
Kepler-1537 b,1687.0,14.827,Super Earth,2016,1.76,Earth,1.18,Earth,0.0245,0.003832991,0.0,Transit
Kepler-1538 b,3671.0,15.551,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.6095,0.47939768,0.0,Transit
Kepler-1539 b,2441.0,15.487,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.4765,0.3649555,0.0,Transit
Kepler-153 b,1498.0,14.388,Neptune-like,2014,8.85,Earth,0.261,Jupiter,0.129,0.051745377,0.0,Transit
Kepler-153 c,1498.0,14.388,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.237,0.12840521,0.0,Transit
Kepler-1540 b,799.0,14.429,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.4426,0.34332648,0.0,Transit
Kepler-1541 b,1359.0,13.944,Super Earth,2016,1.65,Earth,1.16,Earth,0.0781,0.022997946,0.0,Transit
Kepler-1542 b,1302.0,12.734,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0479,0.0109514035,0.0,Transit
Kepler-1542 c,1302.0,12.734,Terrestrial,2016,0.208,Earth,0.65,Earth,0.0389,0.007939767,0.0,Transit
Kepler-1542 d,1302.0,12.734,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0632,0.016427105,0.0,Transit
Kepler-1542 e,1302.0,12.734,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0567,0.013963039,0.0,Transit
Kepler-1543 b,3007.0,13.495,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.0867,0.019164955,0.0,Transit
Kepler-1544 b,1093.0,14.287,Super Earth,2016,3.82,Earth,1.78,Earth,0.5421,0.46214923,0.0,Transit
Kepler-1545 b,2381.0,15.256,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.5442,0.44818616,0.0,Transit
Kepler-1546 b,3040.0,15.596,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.1366,0.053661875,0.0,Transit
Kepler-1547 b,2201.0,13.464,Terrestrial,2016,0.666,Earth,0.9,Earth,0.0165,0.0019164955,0.0,Transit
Kepler-1548 b,2845.0,15.324,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.4679,0.34168378,0.0,Transit
Kepler-1549 b,2620.0,15.353,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.6687,0.5883641,0.0,Transit
Kepler-154 b,2985.0,14.646,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.198,0.09034908,0.0,Transit
Kepler-154 c,2985.0,14.646,Neptune-like,2014,9.01,Earth,0.263,Jupiter,0.303,0.17056811,0.0,Transit
Kepler-154 d,2985.0,14.646,Neptune-like,2016,14.1,Earth,0.343,Jupiter,0.1415,0.056125943,0.0,Transit
Kepler-154 e,2985.0,14.646,Super Earth,2016,2.86,Earth,1.5,Earth,0.047,0.010677618,0.0,Transit
Kepler-154 f,2985.0,14.646,Super Earth,2016,2.86,Earth,1.5,Earth,0.0871,0.027104722,0.0,Transit
Kepler-1550 b,3846.0,15.107,Neptune-like,2016,9.38,Earth,0.269,Jupiter,0.7681,0.61765915,0.0,Transit
Kepler-1551 b,4775.0,15.371,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.1772,0.067077346,0.0,Transit
Kepler-1552 b,2509.0,15.203,Neptune-like,2016,6.66,Earth,0.22,Jupiter,0.6045,0.50595486,0.0,Transit
Kepler-1553 b,2259.0,15.251,Super Earth,2016,1.6,Earth,1.15,Earth,0.0481,0.011498973,0.0,Transit
Kepler-1554 b,3089.0,15.93,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.6314,0.54236823,0.0,Transit
Kepler-1555 b,6567.0,15.425,Super Earth,2016,3.22,Earth,1.61,Earth,0.0805,0.022176592,0.0,Transit
Kepler-1556 b,3081.0,15.651,Super Earth,2016,4.5,Earth,1.96,Earth,0.0829,0.024093088,0.0,Transit
Kepler-1557 b,4502.0,15.383,Super Earth,2016,2.96,Earth,1.53,Earth,0.049,0.010130048,0.0,Transit
Kepler-1558 b,1063.0,13.809,Terrestrial,2016,0.244,Earth,0.68,Earth,0.0419,0.009582478,0.0,Transit
Kepler-1559 b,2006.0,14.549,Terrestrial,2016,0.299,Earth,0.72,Earth,0.018,0.0027378509,0.0,Transit
Kepler-155 b,957.0,14.654,Super Earth,2014,5.02,Earth,2.09,Earth,0.056,0.01615332,0.0,Transit
Kepler-155 c,957.0,14.654,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.242,0.14428474,0.0,Transit
Kepler-1560 b,1639.0,13.505,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0397,0.008213553,0.0,Transit
Kepler-1561 b,2737.0,14.734,Super Earth,2016,1.32,Earth,1.09,Earth,0.0194,0.0027378509,0.0,Transit
Kepler-1562 b,6722.0,15.303,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.3308,0.17604381,0.0,Transit
Kepler-1563 b,2012.0,13.696,Terrestrial,2016,0.347,Earth,0.75,Earth,0.0442,0.009308693,0.0,Transit
Kepler-1564 b,2965.0,15.124,Super Earth,2016,2.76,Earth,1.47,Earth,0.1327,0.0495551,0.0,Transit
Kepler-1565 b,2055.0,15.381,Super Earth,2016,1.81,Earth,1.19,Earth,0.0241,0.0041067763,0.0,Transit
Kepler-1566 b,1522.0,14.564,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0121,0.0013689254,0.0,Transit
Kepler-1567 b,3934.0,15.92,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.552,0.421629,0.0,Transit
Kepler-1568 b,2989.0,14.138,Super Earth,2016,2.24,Earth,1.3,Earth,0.1499,0.05722108,0.0,Transit
Kepler-1569 b,3084.0,14.123,Super Earth,2016,3.46,Earth,1.68,Earth,0.0654,0.015879534,0.0,Transit
Kepler-156 b,1447.0,14.339,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.054,0.0136892535,0.0,Transit
Kepler-156 c,1447.0,14.339,Neptune-like,2014,7.04,Earth,0.227,Jupiter,0.117,0.043531828,0.0,Transit
Kepler-1570 b,2998.0,14.242,Super Earth,2016,1.24,Earth,1.07,Earth,0.1784,0.072553046,0.0,Transit
Kepler-1571 b,2203.0,13.975,Super Earth,2016,2.92,Earth,1.52,Earth,0.0432,0.009308693,0.0,Transit
Kepler-1572 b,3088.0,13.879,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0614,0.015058179,0.0,Transit
Kepler-1573 b,4747.0,15.304,Super Earth,2016,1.87,Earth,1.2,Earth,0.0364,0.007118412,0.0,Transit
Kepler-1574 b,4515.0,15.188,Super Earth,2016,2.21,Earth,1.29,Earth,0.0743,0.01889117,0.0,Transit
Kepler-1575 b,4067.0,15.53,Super Earth,2016,2.27,Earth,1.31,Earth,0.0366,0.007118412,0.0,Transit
Kepler-1576 b,1503.0,13.439,Super Earth,2016,1.12,Earth,1.04,Earth,0.0726,0.019164955,0.0,Transit
Kepler-1577 b,1664.0,15.228,Super Earth,2016,1.51,Earth,1.13,Earth,0.0657,0.017248461,0.0,Transit
Kepler-1578 b,3471.0,15.585,Super Earth,2016,1.12,Earth,1.04,Earth,0.0252,0.0041067763,0.0,Transit
Kepler-1579 b,1520.0,15.49,Terrestrial,2016,0.52,Earth,0.84,Earth,0.014,0.0021902807,0.0,Transit
Kepler-157 b,2524.0,14.206,Super Earth,2014,2.3,Earth,1.32,Earth,0.028,0.0046543465,0.0,Transit
Kepler-157 c,2524.0,14.206,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.11,0.036960986,0.0,Transit
Kepler-157 d,2524.0,14.206,Super Earth,2016,2.73,Earth,1.46,Earth,0.0698,0.019164955,0.0,Transit
Kepler-1580 b,3269.0,12.635,Neptune-like,2016,5.1,Earth,2.11,Earth,0.323,0.15496235,0.0,Transit
Kepler-1581 b,1609.0,12.442,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0674,0.017248461,0.0,Transit
Kepler-1582 b,257.0,17.96,Super Earth,2016,2.83,Earth,1.49,Earth,0.0316,0.013141684,0.0,Transit
Kepler-1583 b,1318.0,12.976,Terrestrial,2016,0.156,Earth,0.6,Earth,0.085,0.025462013,0.0,Transit
Kepler-1584 b,4620.0,15.105,Super Earth,2016,3.22,Earth,1.61,Earth,0.1168,0.0366872,0.0,Transit
Kepler-1585 b,3081.0,16.326,Super Earth,2016,3.86,Earth,1.79,Earth,0.0445,0.009856262,0.0,Transit
Kepler-1586 b,1802.0,13.278,Super Earth,2016,2.92,Earth,1.52,Earth,0.1266,0.042710472,0.0,Transit
Kepler-1587 b,3348.0,14.166,Super Earth,2016,2.33,Earth,1.33,Earth,0.0878,0.025735795,0.0,Transit
Kepler-1588 b,3015.0,13.94,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0726,0.021355236,0.0,Transit
Kepler-1589 b,4936.0,15.074,Super Earth,2016,1.32,Earth,1.09,Earth,0.0205,0.0027378509,0.0,Transit
Kepler-158 b,1028.0,14.743,Neptune-like,2014,5.14,Earth,2.12,Earth,0.111,0.045722112,0.0,Transit
Kepler-158 c,1028.0,14.743,Super Earth,2014,4.27,Earth,1.9,Earth,0.158,0.07830253,0.0,Transit
Kepler-1590 b,2515.0,14.186,Super Earth,2016,1.55,Earth,1.14,Earth,0.0772,0.020807665,0.0,Transit
Kepler-1591 b,4631.0,14.846,Super Earth,2016,2.15,Earth,1.27,Earth,0.0794,0.022450376,0.0,Transit
Kepler-1592 b,5348.0,14.94,Super Earth,2016,2.99,Earth,1.54,Earth,0.04,0.008487337,0.0,Transit
Kepler-1593 b,2082.0,16.19,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.546,0.47775495,0.0,Transit
Kepler-1594 b,3187.0,14.951,Super Earth,2016,1.2,Earth,1.06,Earth,0.0396,0.0073921974,0.0,Transit
Kepler-1595 b,2756.0,15.508,Super Earth,2016,2.04,Earth,1.23,Earth,0.051,0.012594113,0.0,Transit
Kepler-1596 b,7001.0,15.632,Super Earth,2016,4.27,Earth,1.9,Earth,0.3237,0.1817933,0.0,Transit
Kepler-1597 b,3983.0,14.257,Super Earth,2016,1.2,Earth,1.06,Earth,0.0427,0.007939767,0.0,Transit
Kepler-1598 b,2022.0,13.929,Terrestrial,2016,0.809,Earth,0.95,Earth,0.0527,0.011772759,0.0,Transit
Kepler-1599 b,4333.0,14.97,Super Earth,2016,3.26,Earth,1.62,Earth,0.4823,0.33511293,0.0,Transit
Kepler-159 b,1219.0,15.386,Neptune-like,2014,6.26,Earth,0.212,Jupiter,0.082,0.027652293,0.0,Transit
Kepler-159 c,1219.0,15.386,Neptune-like,2014,11.5,Earth,0.304,Jupiter,0.218,0.11937029,0.0,Transit
Kepler-15 b,2412.0,13.81,Gas Giant,2011,0.66,Jupiter,0.96,Jupiter,0.05714,0.013415469,0.06,Transit
Kepler-1600 b,3363.0,16.076,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.9712,1.0579056,0.0,Transit
Kepler-1600 c,3363.0,16.076,Super Earth,2021,4.43,Earth,1.942,Earth,0.0689,0.019986311,0.0,Transit
Kepler-1601 b,2102.0,13.842,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0336,0.006023272,0.0,Transit
Kepler-1602 b,2054.0,13.362,Super Earth,2016,2.36,Earth,1.34,Earth,0.1074,0.030663928,0.0,Transit
Kepler-1603 b,8848.0,15.397,Super Earth,2016,2.21,Earth,1.29,Earth,0.0351,0.0062970566,0.0,Transit
Kepler-1604 b,1765.0,15.224,Super Earth,2016,2.57,Earth,1.41,Earth,0.0089,0.0019164955,0.0,Transit
Kepler-1605 b,1782.0,12.592,Super Earth,2016,1.28,Earth,1.08,Earth,0.3912,0.23490761,0.0,Transit
Kepler-1606 b,2712.0,15.396,Super Earth,2016,4.94,Earth,2.07,Earth,0.6421,0.5377139,0.0,Transit
Kepler-1607 b,4195.0,13.969,Terrestrial,2016,0.721,Earth,0.92,Earth,0.1075,0.037234772,0.0,Transit
